timestamp_lectura,BER,OSNR (dB),Potencia_Receptor (dBm),G_Obj_EDFA1 (dB),G_Real_EDFA1 (dB),G_Obj_EDFA3 (dB),G_Real_EDFA3 (dB),G_Obj_EDFA4 (dB),G_Real_EDFA4 (dB),Pin_EDFA3 (dBm),Pout_EDFA3 (dBm),Pin_EDFA4 (dBm),Pout_EDFA4 (dBm),scenario,ventana_idx,Id_Falla
2025-12-19T14:12:35.968340,2.398232e-03,28.70,6.24,13.84,0.0,27.22,29.82,24.58,25.1,-25.29,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:12:39.215872,2.380882e-03,27.40,6.24,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:12:42.447861,2.489406e-03,28.30,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:12:45.704791,2.380720e-03,27.80,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:12:48.976478,2.468192e-03,27.80,6.24,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:12:52.204493,2.420375e-03,29.10,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:12:55.474741,2.436110e-03,28.30,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:12:58.713078,2.373091e-03,29.10,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:13:01.930493,2.543532e-03,28.70,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:13:05.210721,2.419784e-03,28.30,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:13:08.444066,2.380406e-03,28.30,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:13:11.682378,2.423326e-03,28.70,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:13:14.941657,2.400874e-03,28.30,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:13:18.219687,2.336603e-03,30.10,6.25,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
2025-12-19T14:13:21.595655,2.441390e-03,27.40,6.24,13.84,0.0,27.22,29.83,24.58,25.1,-25.3,4.53,-17.29,7.81,Operación Normal,0,0
