timestamp_lectura,segundo_en_ventana,BER,OSNR,PotenciaReceptor,PotenciaEntradaEDFA3,PotenciaSalidaEDFA3,PotenciaEntradaEDFA4,PotenciaSalidaEDFA4,scenario,ventana_idx
2025-12-18T11:39:17.458,0,1.709491e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:18.475,1,1.639496e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:19.506,2,1.714013e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:20.540,3,1.702122e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:21.548,4,1.696596e-02,20.20,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:22.569,5,1.708831e-02,20.40,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:23.633,6,1.689057e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:24.657,7,1.723140e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:25.868,8,1.670543e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:26.905,9,1.714399e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:27.963,10,1.614303e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:29.000,11,1.701911e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:30.053,12,1.698850e-02,20.20,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:31.094,13,1.634068e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:32.143,14,1.703899e-02,19.70,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:33.197,15,1.687286e-02,20.40,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:34.242,16,1.677197e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:35.297,17,1.710328e-02,19.70,-4.06,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:36.338,18,1.607451e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:37.393,19,1.699606e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,0
2025-12-18T11:39:41.234,0,1.697871e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:42.268,1,1.700795e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:43.306,2,1.702794e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:44.356,3,1.612586e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:45.439,4,1.697911e-02,19.40,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:46.460,5,1.634934e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:47.485,6,1.600517e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:48.523,7,1.702037e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:49.534,8,1.694565e-02,20.20,-4.06,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:50.576,9,1.637574e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:51.615,10,1.601638e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:52.658,11,1.680200e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:53.723,12,1.639559e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:54.759,13,1.612436e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:55.796,14,1.722473e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:56.944,15,1.698385e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:57.967,16,1.711018e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:39:59.009,17,1.622965e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:40:00.036,18,1.644783e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:40:01.075,19,1.616967e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,normal,1
2025-12-18T11:40:04.976,0,1.682810e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:06.001,1,1.617724e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:07.026,2,1.728781e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:08.048,3,1.702894e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:09.077,4,1.709585e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:10.129,5,1.676585e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:11.161,6,1.707080e-02,19.70,-4.05,-29.25,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:12.186,7,1.699650e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:13.219,8,1.673858e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:14.276,9,1.694330e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:15.299,10,1.693251e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:16.321,11,1.632299e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:17.355,12,1.678732e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:18.411,13,1.685955e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:19.443,14,1.622592e-02,20.20,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:20.465,15,1.692042e-02,20.40,-4.05,-29.27,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:21.485,16,1.712800e-02,20.20,-4.05,-29.27,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:22.524,17,1.654312e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:23.566,18,1.635016e-02,19.70,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:24.614,19,1.616083e-02,19.70,-4.05,-29.27,0.44,-25.57,-2.43,EDFA,0
2025-12-18T11:40:28.083,0,1.661335e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:29.121,1,1.641674e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:30.161,2,1.700884e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:31.199,3,1.685423e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:32.250,4,1.709070e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:33.286,5,1.607366e-02,20.20,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:34.338,6,1.634941e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:35.376,7,1.714975e-02,20.20,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:36.411,8,1.593658e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:37.437,9,1.648406e-02,20.20,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:38.474,10,1.702820e-02,19.70,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:39.505,11,1.710118e-02,19.70,-4.05,-29.25,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:40.564,12,1.699633e-02,20.20,-4.06,-29.25,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:41.608,13,1.611945e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:42.656,14,1.704309e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:43.689,15,1.695416e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:44.739,16,1.663399e-02,19.90,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:45.737,17,1.714447e-02,19.90,-4.06,-29.26,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:46.739,18,1.711687e-02,19.90,-4.06,-29.25,0.44,-25.57,-2.43,EDFA,1
2025-12-18T11:40:47.775,19,1.695997e-02,19.70,-4.05,-29.26,0.44,-25.57,-2.43,EDFA,1
