timestamp_lectura,BER,OSNR (dB),Potencia_Receptor (dBm),G_Obj_EDFA1 (dB),G_Real_EDFA1 (dB),G_Obj_EDFA3 (dB),G_Real_EDFA3 (dB),G_Obj_EDFA4 (dB),G_Real_EDFA4 (dB),Pin_EDFA3 (dBm),Pout_EDFA3 (dBm),Pin_EDFA4 (dBm),Pout_EDFA4 (dBm),scenario,ventana_idx,Id_Falla
2025-12-19T13:27:46.136651,2.373117e-03,27.80,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:27:49.389026,2.521769e-03,28.30,6.54,13.77,0.0,27.68,29.63,24.65,24.91,-24.94,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:27:52.625384,2.392657e-03,28.30,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:27:55.834091,2.192804e-03,28.30,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:27:59.041250,2.405962e-03,27.80,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:02.230723,2.406150e-03,27.40,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:05.427208,2.404062e-03,27.80,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:08.627683,2.359860e-03,27.80,6.54,13.77,0.0,27.68,29.64,24.65,24.9,-24.95,4.69,-16.74,8.16,Operación Normal,0,0
2025-12-19T13:28:11.826131,2.495948e-03,28.30,6.54,13.77,0.0,27.68,29.65,24.65,24.91,-24.96,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:15.041588,2.195289e-03,28.30,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:18.281700,2.274746e-03,27.80,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:21.483202,2.296667e-03,28.30,6.54,13.77,0.0,27.68,29.64,24.65,24.9,-24.95,4.69,-16.74,8.16,Operación Normal,0,0
2025-12-19T13:28:24.693609,2.275342e-03,28.70,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:27.892051,2.443446e-03,27.80,6.54,13.77,0.0,27.68,29.64,24.65,24.91,-24.95,4.69,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:31.109493,2.432650e-03,28.70,6.54,13.77,0.0,27.68,29.66,24.65,24.91,-24.95,4.71,-16.77,8.14,Operación Normal,0,0
2025-12-19T13:28:45.979757,2.604202e-03,28.70,6.43,13.05,0.0,27.1,29.76,24.09,24.92,-25.21,4.55,-16.92,8.0,Operación Normal,1,0
2025-12-19T13:28:49.600091,2.439742e-03,27.80,6.43,13.05,0.0,27.1,29.76,24.09,24.92,-25.21,4.55,-16.87,8.05,Operación Normal,1,0
2025-12-19T13:28:52.806591,2.459825e-03,28.70,6.43,13.05,0.0,27.1,29.74,24.09,24.92,-25.21,4.53,-16.92,8.0,Operación Normal,1,0
2025-12-19T13:28:56.002126,2.374451e-03,28.30,6.43,13.05,0.0,27.1,29.76,24.09,24.96,-25.21,4.55,-16.92,8.04,Operación Normal,1,0
2025-12-19T13:28:59.226537,2.564562e-03,28.30,6.43,13.05,0.0,27.1,29.74,24.09,24.94,-25.21,4.53,-16.92,8.02,Operación Normal,1,0
2025-12-19T13:29:02.441946,2.337851e-03,27.80,6.43,13.05,0.0,27.1,29.76,24.09,24.94,-25.21,4.55,-16.92,8.02,Operación Normal,1,0
2025-12-19T13:29:05.632424,2.414553e-03,27.40,6.43,13.05,0.0,27.1,29.76,24.09,24.94,-25.21,4.55,-16.92,8.02,Operación Normal,1,0
2025-12-19T13:29:08.823816,2.355487e-03,28.70,6.43,13.05,0.0,27.1,29.76,24.09,24.92,-25.21,4.55,-16.87,8.05,Operación Normal,1,0
2025-12-19T13:29:12.026359,2.479747e-03,28.30,6.43,13.05,0.0,27.1,29.76,24.09,24.94,-25.21,4.55,-16.92,8.02,Operación Normal,1,0
2025-12-19T13:29:15.224848,2.423906e-03,28.70,6.43,13.05,0.0,27.1,29.76,24.09,24.92,-25.21,4.55,-16.87,8.05,Operación Normal,1,0
2025-12-19T13:29:18.423296,2.387578e-03,28.70,6.43,13.05,0.0,27.1,29.76,24.09,24.88,-25.21,4.55,-16.87,8.01,Operación Normal,1,0
2025-12-19T13:29:21.692583,2.174113e-03,29.10,6.43,13.05,0.0,27.1,29.76,24.09,24.91,-25.21,4.55,-16.87,8.04,Operación Normal,1,0
2025-12-19T13:29:24.912035,2.384969e-03,27.80,6.43,13.05,0.0,27.1,29.76,24.09,24.92,-25.21,4.55,-16.92,8.0,Operación Normal,1,0
2025-12-19T13:29:28.103626,2.364681e-03,27.80,6.43,13.05,0.0,27.1,29.76,24.09,24.92,-25.21,4.55,-16.92,8.0,Operación Normal,1,0
2025-12-19T13:29:31.319062,2.455930e-03,28.70,6.43,13.05,0.0,27.1,29.76,24.09,24.91,-25.21,4.55,-16.87,8.04,Operación Normal,1,0
