timestamp_lectura,BER,OSNR (dB),Potencia_Receptor (dBm),G_Obj_EDFA1 (dB),G_Real_EDFA1 (dB),G_Obj_EDFA3 (dB),G_Real_EDFA3 (dB),G_Obj_EDFA4 (dB),G_Real_EDFA4 (dB),Pin_EDFA3 (dBm),Pout_EDFA3 (dBm),Pin_EDFA4 (dBm),Pout_EDFA4 (dBm),scenario,ventana_idx,Id_Falla
2025-12-19T13:21:10.134460,2.201782e-03,28.30,6.53,13.77,0.0,27.65,29.74,24.51,24.95,-25.09,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:13.382793,2.117601e-03,28.70,6.53,13.77,0.0,27.65,29.74,24.51,24.95,-25.09,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:16.629119,2.271581e-03,28.70,6.53,13.77,0.0,27.65,29.73,24.51,24.95,-25.08,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:19.890453,2.254824e-03,28.70,6.53,13.77,0.0,27.65,29.74,24.51,24.95,-25.09,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:23.171679,2.129532e-03,28.70,6.53,13.77,0.0,27.65,29.74,24.51,24.95,-25.09,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:26.419993,2.213359e-03,28.30,6.53,13.77,0.0,27.65,29.74,24.51,24.95,-25.09,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:29.668309,2.184699e-03,28.70,6.53,13.77,0.0,27.65,29.74,24.51,24.95,-25.09,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:32.902661,2.092326e-03,28.30,6.53,13.77,0.0,27.65,29.74,24.51,24.95,-25.09,4.65,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:36.140010,2.345504e-03,28.30,6.53,13.77,0.0,27.65,29.75,24.51,24.95,-25.08,4.67,-16.81,8.14,Operación Normal,0,0
2025-12-19T13:21:39.380376,2.171860e-03,28.70,6.53,13.77,0.0,27.65,29.75,24.51,24.95,-25.08,4.67,-16.81,8.14,Operación Normal,0,0
