timestamp_lectura,segundo_en_ventana,BER,OSNR,PotenciaReceptor,PotenciaEntradaEDFA3,PotenciaSalidaEDFA3,PotenciaEntradaEDFA4,PotenciaSalidaEDFA4,scenario,ventana_idx
2025-12-18T11:44:40.838,0,2.292244e-02,0.00,-4.13,-34.24,-40.0,-40.0,-40.0,normal,0
2025-12-18T11:44:41.918,1,2.242952e-02,19.20,-4.08,-29.27,0.31,-25.59,-2.44,normal,0
2025-12-18T11:44:42.966,2,2.335199e-02,19.20,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:43.974,3,1.943177e-02,19.40,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:45.038,4,1.959114e-02,19.40,-4.06,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:46.076,5,1.935717e-02,19.40,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:47.165,6,1.828043e-02,19.40,-4.08,-29.28,0.38,-25.6,-2.44,normal,0
2025-12-18T11:44:48.234,7,1.896103e-02,19.90,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:49.303,8,1.864766e-02,19.40,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:50.328,9,1.880802e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:51.346,10,1.871101e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:52.384,11,1.837333e-02,19.90,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:53.407,12,1.842217e-02,19.70,-4.08,-29.28,0.38,-25.59,-2.44,normal,0
2025-12-18T11:44:54.442,13,1.735978e-02,19.90,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:55.511,14,1.735668e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:56.562,15,1.813491e-02,19.90,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:44:57.601,16,1.746649e-02,19.70,-4.08,-29.27,0.44,-25.6,-2.45,normal,0
2025-12-18T11:44:58.623,17,1.773827e-02,20.20,-4.08,-29.27,0.44,-25.6,-2.45,normal,0
2025-12-18T11:44:59.671,18,1.712818e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:45:00.715,19,1.735277e-02,19.90,-4.08,-29.27,0.44,-25.59,-2.44,normal,0
2025-12-18T11:45:04.741,0,1.696839e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:05.763,1,1.723499e-02,19.90,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:06.846,2,1.667989e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:07.868,3,1.742586e-02,19.90,-4.06,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:08.903,4,1.738532e-02,19.70,-4.06,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:09.974,5,1.654692e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:10.995,6,1.731882e-02,19.90,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:12.016,7,1.681186e-02,19.70,-4.06,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:13.071,8,1.744551e-02,19.70,-4.06,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:14.106,9,1.672999e-02,19.90,-4.08,-29.27,0.38,-25.59,-2.44,normal,1
2025-12-18T11:45:15.141,10,1.682624e-02,19.90,-4.08,-29.28,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:16.164,11,1.734285e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:17.217,12,1.698780e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:18.264,13,1.737389e-02,19.90,-4.06,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:19.281,14,1.689205e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:20.295,15,1.696188e-02,19.70,-4.08,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:21.312,16,,,,-29.27,0.38,-25.58,-2.44,normal,1
2025-12-18T11:45:22.124,17,1.665955e-02,19.90,-4.08,-29.27,0.38,-25.59,-2.44,normal,1
2025-12-18T11:45:23.066,18,1.731443e-02,19.90,-4.06,-29.27,0.44,-25.59,-2.44,normal,1
2025-12-18T11:45:24.100,19,1.666584e-02,19.90,-4.06,-29.27,0.44,-25.59,-2.44,normal,1
