timestamp,BER,OSNR (dB),Potencia_Rx (dBm),G_Obj_E1 (dB),G_Real_E1 (dB),Pin_E1 (dBm),Pout_E1 (dBm),G_Obj_E2 (dB),G_Real_E2 (dB),Pin_E2 (dBm),Pout_E2 (dBm),G_Obj_E3 (dB),G_Real_E3 (dB),Pin_E3 (dBm),Pout_E3 (dBm),scenario,ventana_idx,Id_Falla
2025-12-18T15:33:43.373457,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:44.520388,2.131756e-03,29.60,6.38,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:45.650365,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:46.782336,2.156880e-03,27.40,6.38,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:47.940238,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.92,-16.87,8.05,Operación Normal,0,0
2025-12-18T15:33:49.086178,2.104030e-03,28.70,6.38,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.92,-16.87,8.05,Operación Normal,0,0
2025-12-18T15:33:50.253089,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:51.406062,2.092982e-03,28.30,6.38,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:52.510108,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:53.629114,2.226072e-03,29.10,6.38,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:54.785043,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:55.906044,2.276683e-03,27.80,6.40,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:57.054970,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:58.197912,2.281759e-03,27.80,6.38,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:59.353819,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:34:00.519740,2.180992e-03,28.30,6.38,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:34:06.750880,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:07.889861,2.396367e-03,28.70,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:09.031831,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:10.158827,2.319567e-03,28.70,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:11.302770,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.76,-25.03,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:12.454689,2.219687e-03,28.30,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:13.588661,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:14.742581,2.221766e-03,27.80,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:15.866574,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:17.050406,2.308228e-03,28.30,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:18.259172,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:19.394136,2.421123e-03,27.80,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:20.547080,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:21.683041,2.291107e-03,27.80,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:22.841940,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:24.027768,2.264830e-03,28.30,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:25.140790,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:26.303679,2.294415e-03,27.80,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:27.422684,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:28.563631,2.333531e-03,28.30,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:29.683635,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:30.803638,2.305154e-03,27.40,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:31.971513,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:33.120526,2.404563e-03,28.30,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:34.282423,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:36.045706,2.174038e-03,28.30,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:37.179678,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:38.328622,2.312991e-03,27.40,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:39.456604,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:40.600544,2.240478e-03,27.40,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:41.767476,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:42.945323,2.354690e-03,27.80,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:44.096220,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:45.232180,2.342955e-03,28.30,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:46.355180,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:47.447384,2.319738e-03,27.40,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:48.771840,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.76,-25.03,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:49.869936,2.325416e-03,29.10,6.66,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:50.998914,N/A,N/A,N/A,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
2025-12-18T15:34:52.093985,2.280835e-03,28.30,6.67,13.6,0.0,-40.0,-40.0,27.6,29.75,-25.02,4.73,24.7,25.03,-16.74,8.29,Operación Normal,1,0
