timestamp,BER,OSNR (dB),Potencia_Rx (dBm),G_Obj_E1 (dB),G_Real_E1 (dB),Pin_E1 (dBm),Pout_E1 (dBm),G_Obj_E2 (dB),G_Real_E2 (dB),Pin_E2 (dBm),Pout_E2 (dBm),G_Obj_E3 (dB),G_Real_E3 (dB),Pin_E3 (dBm),Pout_E3 (dBm),scenario,ventana_idx,Id_Falla
2025-12-18T15:33:15.394152,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:16.543129,2.304579e-03,28.30,6.40,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:17.663134,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:18.767179,2.246565e-03,28.70,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:19.903140,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:21.060045,2.081060e-03,29.60,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:22.206976,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:23.366872,2.308235e-03,28.70,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:24.522780,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:25.682676,2.270892e-03,28.70,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:26.811656,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:27.967569,2.117721e-03,28.30,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:29.151401,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:30.279384,2.020875e-03,28.70,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:31.431308,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:32.555329,2.252601e-03,28.70,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:33.700266,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:35.247128,2.190641e-03,28.30,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:36.435989,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:37.608875,2.276005e-03,29.10,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.89,-16.85,8.04,Operación Normal,0,0
2025-12-18T15:33:38.764782,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:39.875808,2.063890e-03,28.70,6.40,13.5,0.0,-40.0,-40.0,27.6,29.71,-24.93,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:41.052660,N/A,N/A,N/A,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
2025-12-18T15:33:42.220534,2.223757e-03,29.60,6.38,13.5,0.0,-40.0,-40.0,27.6,29.72,-24.94,4.78,24.5,24.91,-16.87,8.04,Operación Normal,0,0
