timestamp_lectura,segundo_en_ventana,BER,OSNR,PotenciaReceptor,PotenciaEntradaEDFA3,PotenciaSalidaEDFA3,PotenciaEntradaEDFA4,PotenciaSalidaEDFA4,scenario,ventana_idx
2025-12-18T12:33:41.404,0,2.497253e-02,0.00,-4.42,-29.25,-0.56,-26.55,-3.92,normal,0
2025-12-18T12:33:42.408,1,2.495068e-02,0.00,-4.42,-29.23,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:43.430,2,2.477771e-02,18.70,-4.42,-29.23,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:44.441,3,2.341229e-02,18.70,-4.42,-29.23,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:45.479,4,2.305256e-02,18.70,-4.42,-29.25,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:47.140,5,2.329975e-02,19.20,-4.42,-29.23,-0.4,-26.39,-2.8,normal,0
2025-12-18T12:33:48.175,6,2.359292e-02,18.90,-4.42,-29.23,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:49.200,7,2.349423e-02,18.90,-4.42,-29.23,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:50.228,8,2.332272e-02,18.90,-4.42,-29.25,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:51.285,9,2.321939e-02,19.20,-4.42,-29.25,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:52.338,10,2.287444e-02,18.90,-4.42,-29.25,-0.41,-26.41,-2.8,normal,0
2025-12-18T12:33:53.376,11,2.207417e-02,19.20,-4.42,-29.25,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:54.393,12,2.310295e-02,19.20,-4.42,-29.25,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:55.411,13,2.273156e-02,18.90,-4.42,-29.25,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:56.466,14,2.272809e-02,18.90,-4.42,-29.25,-0.41,-26.4,-2.8,normal,0
2025-12-18T12:33:57.522,15,2.177149e-02,19.20,-4.42,-29.23,-0.41,-26.39,-2.8,normal,0
2025-12-18T12:33:58.562,16,2.292245e-02,19.20,-4.42,-29.23,-0.4,-26.39,-2.8,normal,0
2025-12-18T12:33:59.598,17,2.273194e-02,19.20,-4.42,-29.23,-0.4,-26.39,-2.8,normal,0
2025-12-18T12:34:00.638,18,2.250548e-02,19.20,-4.42,-29.23,-0.41,-26.39,-2.8,normal,0
2025-12-18T12:34:01.687,19,2.236351e-02,18.90,-4.42,-29.23,-0.4,-26.39,-2.8,normal,0
