timestamp_lectura,BER,OSNR (dB),Potencia_Receptor (dBm),G_Obj_EDFA1 (dB),G_Real_EDFA1 (dB),G_Obj_EDFA3 (dB),G_Real_EDFA3 (dB),G_Obj_EDFA4 (dB),G_Real_EDFA4 (dB),Pin_EDFA3 (dBm),Pout_EDFA3 (dBm),Pin_EDFA4 (dBm),Pout_EDFA4 (dBm),scenario,ventana_idx,Id_Falla
2025-12-18T16:06:28.979250,N/A,N/A,N/A,13.8,0.0,27.7,29.8,25.0,28.2,-24.93,4.87,-16.57,11.63,Operación Normal,0,0
2025-12-18T16:06:30.275780,2.970241e-03,28.30,7.32,13.8,0.0,27.7,29.81,25.0,25.53,-24.92,4.89,-16.57,8.96,Operación Normal,0,0
2025-12-18T16:06:31.559346,N/A,N/A,N/A,13.8,0.0,27.7,29.8,25.0,25.53,-24.93,4.87,-16.57,8.96,Operación Normal,0,0
2025-12-18T16:06:32.845932,3.041913e-03,27.40,7.32,13.8,0.0,27.7,29.8,25.0,25.53,-24.93,4.87,-16.57,8.96,Operación Normal,0,0
2025-12-18T16:06:34.129532,N/A,N/A,N/A,13.8,0.0,27.7,29.8,25.0,25.53,-24.93,4.87,-16.57,8.96,Operación Normal,0,0
2025-12-18T16:06:35.462006,3.063462e-03,28.30,7.32,13.8,0.0,27.7,29.81,25.0,25.39,-24.89,4.92,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:36.757540,N/A,N/A,N/A,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:38.047089,2.887153e-03,27.40,7.23,13.8,0.0,27.7,29.8,25.0,25.39,-24.93,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:39.358581,N/A,N/A,N/A,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:40.686029,2.802417e-03,27.00,7.23,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:41.980566,N/A,N/A,N/A,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:43.272110,2.929003e-03,27.80,7.23,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:44.580608,N/A,N/A,N/A,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:45.881129,2.949499e-03,27.00,7.23,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:47.157713,N/A,N/A,N/A,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:48.451258,2.983305e-03,27.80,7.23,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:49.720861,N/A,N/A,N/A,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:51.035344,2.777623e-03,27.00,7.23,13.8,0.0,27.7,29.8,25.0,25.39,-24.93,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:52.343878,N/A,N/A,N/A,13.8,0.0,27.7,29.8,25.0,25.39,-24.93,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:53.656400,2.946883e-03,27.00,7.23,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:55.685969,N/A,N/A,N/A,13.8,0.0,27.7,29.79,25.0,25.41,-24.92,4.87,-16.57,8.84,Operación Normal,0,0
2025-12-18T16:06:56.972527,2.803662e-03,27.40,7.23,13.8,0.0,27.7,29.82,25.0,25.39,-24.93,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:58.257090,N/A,N/A,N/A,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:06:59.578555,2.873942e-03,27.80,7.23,13.8,0.0,27.7,29.79,25.0,25.39,-24.92,4.87,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:07:00.846188,N/A,N/A,N/A,13.8,0.0,27.7,29.79,25.0,25.41,-24.92,4.87,-16.57,8.84,Operación Normal,0,0
2025-12-18T16:07:02.144745,2.773918e-03,27.40,7.23,13.8,0.0,27.7,29.8,25.0,25.39,-24.91,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:07:03.425320,N/A,N/A,N/A,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:07:04.774709,2.978303e-03,26.30,7.23,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:07:06.046307,N/A,N/A,N/A,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:07:07.322891,2.938750e-03,26.60,7.23,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:07:08.617428,N/A,N/A,N/A,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
2025-12-18T16:07:09.908972,2.908210e-03,27.00,7.23,13.8,0.0,27.7,29.79,25.0,25.41,-24.92,4.87,-16.57,8.84,Operación Normal,0,0
2025-12-18T16:07:11.233456,N/A,N/A,N/A,13.8,0.0,27.7,29.81,25.0,25.41,-24.92,4.89,-16.57,8.84,Operación Normal,0,0
2025-12-18T16:07:12.537972,2.745522e-03,27.00,7.23,13.8,0.0,27.7,29.81,25.0,25.39,-24.92,4.89,-16.57,8.82,Operación Normal,0,0
